"threshold","f1score","precision","recall"
0.01,0.413057961359094,0.260285474391268,1
0.0148717948717949,0.465116279069767,0.303030303030303,1
0.0197435897435897,0.536332179930796,0.366430260047281,1
0.0246153846153846,0.600193610842207,0.428769017980636,1
0.0294871794871795,0.658823529411765,0.4928,0.993548387096774
0.0343589743589744,0.704,0.545132743362832,0.993548387096774
0.0392307692307692,0.762732919254658,0.62020202020202,0.990322580645161
0.0441025641025641,0.810026385224274,0.685267857142857,0.990322580645161
0.048974358974359,0.856345885634589,0.754299754299754,0.990322580645161
0.0538461538461538,0.884726224783862,0.799479166666667,0.990322580645161
0.0587179487179487,0.906942392909897,0.836512261580381,0.990322580645161
0.0635897435897436,0.920539730134933,0.859943977591036,0.990322580645161
0.0684615384615385,0.932926829268293,0.884393063583815,0.987096774193548
0.0733333333333333,0.942457231726283,0.90990990990991,0.97741935483871
0.0782051282051282,0.948031496062992,0.926153846153846,0.970967741935484
0.0830769230769231,0.955271565495208,0.94620253164557,0.964516129032258
0.0879487179487179,0.962843295638126,0.964401294498382,0.961290322580645
0.0928205128205128,0.967532467532467,0.973856209150327,0.961290322580645
0.0976923076923077,0.970684039087948,0.980263157894737,0.961290322580645
0.102564102564103,0.970588235294118,0.983443708609272,0.958064516129032
0.107435897435897,0.972176759410802,0.98671096345515,0.958064516129032
0.112307692307692,0.965403624382208,0.986531986531986,0.945161290322581
0.117179487179487,0.963455149501661,0.993150684931507,0.935483870967742
0.122051282051282,0.958123953098827,0.996515679442509,0.92258064516129
0.126923076923077,0.954621848739496,0.996491228070175,0.916129032258065
0.131794871794872,0.949324324324324,0.99645390070922,0.906451612903226
0.136666666666667,0.943972835314092,0.996415770609319,0.896774193548387
0.141538461538462,0.940374787052811,0.996389891696751,0.890322580645161
0.146410256410256,0.934707903780069,1,0.87741935483871
0.151282051282051,0.923611111111111,1,0.858064516129032
0.156153846153846,0.90652557319224,1,0.829032258064516
0.161025641025641,0.900709219858156,1,0.819354838709677
0.165897435897436,0.894830659536542,1,0.809677419354839
0.170769230769231,0.882882882882883,1,0.790322580645161
0.175641025641026,0.876811594202898,1,0.780645161290323
0.180512820512821,0.858195211786372,1,0.751612903225806
0.185384615384615,0.843283582089552,1,0.729032258064516
0.19025641025641,0.834586466165414,1,0.716129032258065
0.195128205128205,0.812260536398467,1,0.683870967741935
0.2,0.784313725490196,1,0.645161290322581
