"threshold","f1score","precision","recall"
0.01,0.0204809930178433,0.0103469899665552,0.994974874371859
0.0353846153846154,0.022572843487274,0.0114172540339023,0.984924623115578
0.0607692307692308,0.0250812215724496,0.0127048910539135,0.969849246231156
0.0861538461538462,0.0276107771097751,0.0140123549796595,0.934673366834171
0.111538461538462,0.0310276849232879,0.0157830484827346,0.909547738693467
0.136923076923077,0.035031528375538,0.0178717320261438,0.879396984924623
0.162307692307692,0.0391048292108363,0.0200217102882644,0.834170854271357
0.187692307692308,0.0439251020695481,0.0225955967555041,0.78391959798995
0.213076923076923,0.0503293362607668,0.0260398462076197,0.748743718592965
0.238461538461538,0.0588235294117647,0.0306578667234405,0.723618090452261
0.263846153846154,0.0676376203406566,0.0355659397715472,0.688442211055276
0.289230769230769,0.078963230861965,0.0420006412311638,0.658291457286432
0.314615384615385,0.0928677563150074,0.0501403931006819,0.628140703517588
0.34,0.110805860805861,0.0609571788413098,0.608040201005025
0.365384615384615,0.127019498607242,0.0714285714285714,0.57286432160804
0.390769230769231,0.148299319727891,0.0857592446892211,0.547738693467337
0.416153846153846,0.163333333333333,0.0979020979020979,0.492462311557789
0.441538461538462,0.192384769539078,0.120150187734668,0.482412060301508
0.466923076923077,0.213776722090261,0.139968895800933,0.452261306532663
0.492307692307692,0.234159779614325,0.161290322580645,0.42713567839196
0.517692307692308,0.23961661341853,0.175644028103044,0.376884422110553
0.543076923076923,0.239410681399632,0.188953488372093,0.326633165829146
0.568461538461538,0.254697286012526,0.217857142857143,0.306532663316583
0.593846153846154,0.263392857142857,0.236947791164659,0.296482412060302
0.619230769230769,0.27027027027027,0.264423076923077,0.276381909547739
0.644615384615385,0.258575197889182,0.272222222222222,0.246231155778894
0.67,0.250681198910082,0.273809523809524,0.231155778894472
0.695384615384615,0.233618233618234,0.269736842105263,0.206030150753769
0.720769230769231,0.223529411764706,0.269503546099291,0.190954773869347
0.746153846153846,0.212121212121212,0.267175572519084,0.175879396984925
0.771538461538462,0.209876543209877,0.272,0.170854271356784
0.796923076923077,0.213166144200627,0.283333333333333,0.170854271356784
0.822307692307692,0.203821656050955,0.278260869565217,0.160804020100503
0.847692307692308,0.19935691318328,0.276785714285714,0.155778894472362
0.873076923076923,0.184210526315789,0.266666666666667,0.14070351758794
0.898461538461538,0.181208053691275,0.272727272727273,0.135678391959799
0.923846153846154,0.182432432432432,0.278350515463918,0.135678391959799
0.949230769230769,0.178082191780822,0.279569892473118,0.130653266331658
0.974615384615385,0.174825174825175,0.28735632183908,0.125628140703518
1,0.177304964539007,0.301204819277108,0.125628140703518
