"threshold","f1score","precision","recall"
0.01,0.300408163265306,0.179337231968811,0.924623115577889
0.0148717948717949,0.334858188472095,0.204697986577181,0.919597989949749
0.0197435897435897,0.363273453093812,0.226650062266501,0.914572864321608
0.0246153846153846,0.388140161725067,0.247083047357584,0.904522613065327
0.0294871794871795,0.418823529411765,0.273425499231951,0.894472361809045
0.0343589743589744,0.442185514612452,0.295918367346939,0.874371859296482
0.0392307692307692,0.481327800829876,0.33206106870229,0.874371859296482
0.0441025641025641,0.506666666666667,0.359243697478992,0.85929648241206
0.048974358974359,0.533123028391167,0.388505747126437,0.849246231155779
0.0538461538461538,0.564585115483319,0.428015564202335,0.829145728643216
0.0587179487179487,0.575,0.445983379501385,0.809045226130653
0.0635897435897436,0.589118198874296,0.470059880239521,0.78894472361809
0.0684615384615385,0.603621730382294,0.503355704697987,0.753768844221106
0.0733333333333333,0.611464968152866,0.529411764705882,0.723618090452261
0.0782051282051282,0.638202247191011,0.577235772357724,0.71356783919598
0.0830769230769231,0.654117647058824,0.615044247787611,0.698492462311558
0.0879487179487179,0.652173913043478,0.627906976744186,0.678391959798995
0.0928205128205128,0.642857142857143,0.652849740932642,0.633165829145729
0.0976923076923077,0.647368421052632,0.679558011049724,0.618090452261307
0.102564102564103,0.652291105121294,0.703488372093023,0.608040201005025
0.107435897435897,0.657381615598886,0.7375,0.592964824120603
0.112307692307692,0.653409090909091,0.751633986928105,0.577889447236181
0.117179487179487,0.654970760233918,0.783216783216783,0.562814070351759
0.122051282051282,0.656716417910448,0.808823529411765,0.552763819095477
0.126923076923077,0.65015479876161,0.846774193548387,0.527638190954774
0.131794871794872,0.628571428571429,0.853448275862069,0.49748743718593
0.136666666666667,0.627831715210356,0.881818181818182,0.487437185929648
0.141538461538462,0.615894039735099,0.902912621359223,0.467336683417085
0.146410256410256,0.593856655290102,0.925531914893617,0.437185929648241
0.151282051282051,0.585365853658537,0.954545454545455,0.422110552763819
0.156153846153846,0.57243816254417,0.964285714285714,0.407035175879397
0.161025641025641,0.567375886524823,0.963855421686747,0.402010050251256
0.165897435897436,0.564285714285714,0.975308641975309,0.396984924623116
0.170769230769231,0.548736462093863,0.974358974358974,0.381909547738693
0.175641025641026,0.545454545454545,0.986842105263158,0.376884422110553
0.180512820512821,0.525925925925926,1,0.35678391959799
0.185384615384615,0.514925373134328,1,0.346733668341709
0.19025641025641,0.50936329588015,1,0.341708542713568
0.195128205128205,0.503759398496241,1,0.336683417085427
0.2,0.463320463320463,1,0.301507537688442
