"threshold","f1score","precision","recall"
0.01,0.0339609090442723,0.0172737710051143,1
0.0353846153846154,0.0376864397130821,0.019205105889179,1
0.0607692307692308,0.042085187539733,0.0214949022663809,1
0.0861538461538462,0.0466417910447761,0.023888276368982,0.981873111782477
0.111538461538462,0.0523321956769056,0.0268893528183716,0.972809667673716
0.136923076923077,0.058299294467137,0.0300737477253137,0.948640483383686
0.162307692307692,0.066573306043305,0.0345174262734584,0.933534743202417
0.187692307692308,0.0772239747634069,0.0402949697129313,0.924471299093656
0.213076923076923,0.0888888888888889,0.0467362517526094,0.906344410876133
0.238461538461538,0.10357454228422,0.054959289415248,0.897280966767372
0.263846153846154,0.119842421729214,0.0643365983971505,0.873111782477341
0.289230769230769,0.138594327990136,0.0754564983888292,0.848942598187311
0.314615384615385,0.162668227033353,0.0900550696469064,0.83987915407855
0.34,0.184507042253521,0.10442407333599,0.791540785498489
0.365384615384615,0.212389380530973,0.123408423114594,0.761329305135952
0.390769230769231,0.243,0.145596165368484,0.734138972809668
0.416153846153846,0.264239577216676,0.16399416909621,0.6797583081571
0.441538461538462,0.290169491525424,0.187062937062937,0.646525679758308
0.466923076923077,0.315208825847124,0.213219616204691,0.604229607250755
0.492307692307692,0.337899543378995,0.242146596858639,0.558912386706949
0.517692307692308,0.352818371607516,0.269537480063796,0.510574018126888
0.543076923076923,0.370546318289786,0.305283757338552,0.471299093655589
0.568461538461538,0.368421052631579,0.326340326340326,0.422960725075529
0.593846153846154,0.367231638418079,0.344827586206897,0.392749244712991
0.619230769230769,0.353488372093023,0.363057324840764,0.344410876132931
0.644615384615385,0.345963756177924,0.380434782608696,0.317220543806647
0.67,0.338028169014085,0.40506329113924,0.290030211480363
0.695384615384615,0.327746741154562,0.427184466019417,0.265861027190332
0.720769230769231,0.31013916500994,0.453488372093023,0.235649546827795
0.746153846153846,0.274428274428274,0.44,0.199395770392749
0.771538461538462,0.267241379310345,0.466165413533835,0.187311178247734
0.796923076923077,0.267260579064588,0.508474576271186,0.181268882175227
0.822307692307692,0.255220417633411,0.55,0.166163141993958
0.847692307692308,0.247619047619048,0.584269662921348,0.157099697885196
0.873076923076923,0.223844282238443,0.575,0.138972809667674
0.898461538461538,0.203473945409429,0.569444444444444,0.123867069486405
0.923846153846154,0.191435768261965,0.575757575757576,0.114803625377644
0.949230769230769,0.187341772151899,0.578125,0.11178247734139
0.974615384615385,0.185567010309278,0.631578947368421,0.108761329305136
1,0.167979002624672,0.64,0.0966767371601208
