"V1","V2","V3","V4","V5"
0.727272727272727,0.624203821656051,0.794520547945205,0.666666666666667,0.631090487238979
0.603938730853392,0.555831265508685,0.636182902584493,0.562753036437247,0.550200803212851
0.697560975609756,0.625,0.766743648960739,0.720403022670025,0.699266503667482
0.443403590944575,0.427083333333333,0.584507042253521,0.49183147033534,0.545629202689721
0.562992125984252,0.513238289205703,0.49478390461997,0.580121703853955,0.108761329305136
0.400560224089636,0.36734693877551,0.373873873873874,0.405673758865248,0.108761329305136
0,0.9,0.869333333333333,0.916943521594684,0
0.172455089820359,0.149554896142433,0.200725513905683,0.173333333333333,0.183089637635092
0.886075949367089,0.888059701492537,0.926553672316384,0.92358803986711,0.873417721518987
0.801136363636364,0.868085106382979,0.919540229885057,0.793774319066148,0.272189349112426
0.879746835443038,0.867256637168142,0.94047619047619,0.78714859437751,0.273809523809524
