"V1","V2","V3","V4","V5"
0.863636363636364,0.935374149659864,0.908396946564885,0.891525423728814,0.846846846846847
0.928571428571429,0.95578231292517,0.938931297709924,0.969491525423729,0.960960960960961
0.987012987012987,0.986394557823129,0.99236641221374,0.983050847457627,0.984984984984985
0.987012987012987,0.993197278911565,0.99236641221374,0.979661016949153,0.981981981981982
0.983766233766234,0.989795918367347,0.969465648854962,0.983050847457627,0.984984984984985
0.99025974025974,0.996598639455782,0.988549618320611,0.986440677966102,0.987987987987988
0,0,0,0,0
0.996753246753247,1,0.99618320610687,0.996610169491525,0.996996996996997
0.931818181818182,0.884353741496599,0.965648854961832,0.96271186440678,0.951951951951952
0.827922077922078,0.241496598639456,0.767175572519084,0.935593220338983,0.291291291291291
0.850649350649351,0.244897959183673,0.816793893129771,0.96271186440678,0.288288288288288
