"V1","V2","V3","V4","V5"
0.77337559429477,0.63323782234957,0.783831282952548,0.722560975609756,0.607843137254902
0.686075949367089,0.487455197132616,0.534883720930233,0.496014171833481,0.527237354085603
0.65,0.62442396313364,0.709844559585492,0.664302600472813,0.648960739030023
0.53358036127837,0.357392686804452,0.647953216374269,0.612356478950246,0.432766615146832
0.801178203240059,0.694938440492476,0.768571428571429,0.711051930758988,0.0391623606200707
0.715025906735751,0.620209059233449,0.660264105642257,0.633257403189066,0.0391623606200707
0,0,0,0,0.195121951219512
0.1560095516052,0.745042492917847,0.261311172668513,0.531073446327684,0.649122807017544
0.805194805194805,0.804953560371517,0.925795053003533,0.817777777777778,0.84310618066561
0.844974446337308,0.611872146118721,0.835725677830941,0.827586206896552,0.213649851632047
0.859680284191829,0.68141592920354,0.865040650406504,0.841584158415842,0.33983286908078
