"V1","V2","V3","V4","V5"
0.577889447236181,0.688442211055276,0.165829145728643,0.673366834170854,0.683417085427136
0.597989949748744,0.658291457286432,0.587939698492462,0.763819095477387,0.814070351758794
0.683417085427136,0.708542713567839,0.673366834170854,0.804020100502513,0.894472361809045
0.71356783919598,0.78391959798995,0.743718592964824,0.869346733668342,0.909547738693467
0.412060301507538,0.944723618090452,0.919597989949749,0.57286432160804,0.723618090452261
0.537688442211055,0.944723618090452,0.919597989949749,0.663316582914573,0.793969849246231
0,0,0,0.160804020100503,0
0.160804020100503,0.14572864321608,0.165829145728643,0.236180904522613,0.834170854271357
0.78894472361809,0.683417085427136,0.608040201005025,0.804020100502513,0.678391959798995
0.170854271356784,0.14572864321608,0.185929648241206,0.231155778894472,0.457286432160804
0.21608040201005,0.135678391959799,0.165829145728643,0.21608040201005,0.663316582914573
