"V1","V2","V3","V4","V5"
0.841986455981941,0.858139534883721,0.918552036199095,0.865217391304348,0.874186550976139
0.975169300225734,0.986046511627907,0.972850678733032,0.926086956521739,0.969631236442516
0.993227990970655,0.990697674418605,0.995475113122172,0.978260869565217,0.973969631236443
0.99548532731377,0.995348837209302,0.995475113122172,0.976086956521739,0.984815618221258
0.970654627539503,0.983720930232558,0.975113122171946,0.984782608695652,0.96529284164859
0.981941309255079,0.990697674418605,0.990950226244344,0.984782608695652,0.96529284164859
0.875846501128668,0,0,0.415217391304348,0
1,0.995348837209302,1,0.882608695652174,0.993492407809111
0.959367945823928,0.962790697674419,0.96606334841629,0.906521739130435,0.950108459869848
0.878103837471783,0.795348837209302,0.941176470588235,0.117391304347826,0.607375271149675
0.898419864559819,0.781395348837209,0.950226244343891,0.11304347826087,0.650759219088937
