"V1","V2","V3","V4","V5"
0.689119170984456,0.331325301204819,0.685878962536023,0.644607843137255,0.766304347826087
0.552123552123552,0.253381424706943,0.544247787610619,0.426865671641791,0.495356037151703
0.535211267605634,0.534069981583794,0.484171322160149,0.514184397163121,0.559726962457338
0.323921150772509,0.228929831438652,0.273540241977906,0.335072463768116,0.382456140350877
0.540106951871658,0.257067137809187,0.693989071038251,0.547169811320755,0.621212121212121
0.38558786346397,0.153805774278215,0.514910536779324,0.395380434782609,0.457579972183588
0,0,0,0,0
0.0480287859824781,0.0521461511174175,0.0404275092936803,0.0459303233869708,0.0509358698987419
0.986254295532646,0.902777777777778,0.878472222222222,0.8875,0.905714285714286
0.958646616541353,0.946666666666667,0.966346153846154,0.838905775075988,1
0.977611940298508,1,0.990740740740741,0.806818181818182,1
