"V1","V2","V3","V4","V5"
0.365853658536585,0.395136778115502,0.51214953271028,0.504823151125402,0.407272727272727
0.136677115987461,0.17463933181473,0.438871473354232,0.440514469453376,0.273653566229985
0.251226692836114,0.340857787810384,0.485488126649077,0.470440251572327,0.419475655430712
0.297823596792669,0.236151603498542,0.357754519505233,0.347114947751022,0.391479562464018
0.0329286239882266,0.416275430359937,0.704225352112676,0.676171079429735,0.598130841121495
0.0329286239882266,0.309344790547798,0.57799671592775,0.592964824120603,0.549242424242424
0,0.453846153846154,0,0,0.433070866141732
0.408,0.490842490842491,0.0566336064395573,0.0561716837102117,0.0529403348118472
0.314907872696817,0.51963746223565,0.75417661097852,0.740229885057471,0.638522427440633
0.431818181818182,0.490974729241877,0.615873015873016,0.368852459016393,0.479087452471483
0.420634920634921,0.492647058823529,0.635135135135135,0.425196850393701,0.496296296296296
