"V1","V2","V3","V4","V5"
0.424749163879599,0.40133779264214,0.448160535117057,0.635451505016722,0.441471571906354
0.408026755852843,0.548494983277592,0.411371237458194,0.652173913043478,0.394648829431438
0.491638795986622,0.531772575250836,0.555183946488294,0.672240802675585,0.48494983277592
0.555183946488294,0.548494983277592,0.625418060200669,0.789297658862876,0.555183946488294
0.953177257525084,0.936454849498328,0.94314381270903,0.949832775919732,0.946488294314381
0.953177257525084,0.936454849498328,0.94314381270903,0.949832775919732,0.946488294314381
0,0,0.096989966555184,0.0635451505016722,0
0.123745819397993,0.692307692307692,0.722408026755853,0.157190635451505,0.133779264214047
0.555183946488294,0.535117056856187,0.612040133779264,0.558528428093645,0.508361204013378
0.1438127090301,0.140468227424749,0.123745819397993,0.17056856187291,0.147157190635452
0.137123745819398,0.153846153846154,0.123745819397993,0.173913043478261,0.140468227424749
