"V1","V2","V3","V4","V5"
0.258655804480652,0.275862068965517,0.312354312354312,0.274765003615329,0.241758241758242
0.240868706811451,0.221173297370196,0.288732394366197,0.234939759036145,0.214156079854809
0.258121158911326,0.274137931034483,0.301544050862852,0.339814032121724,0.248927038626609
0.228571428571429,0.289241622574956,0.25,0.222589012025466,0.24198250728863
0.0141186961260279,0.0138703125774013,0.0139766560107055,0.0140541878015588,0.0140217014318981
0.0141186961260279,0.0138703125774013,0.0139766560107055,0.0140541878015588,0.0140217014318981
0,0,0.176829268292683,0.119496855345912,0
0.219584569732938,0.0169839186084673,0.0176650991617256,0.269340974212034,0.235294117647059
0.215304798962387,0.227920227920228,0.226765799256506,0.477825464949928,0.206662134602311
0.246418338108883,0.244186046511628,0.218934911242604,0.284122562674095,0.241095890410959
0.236994219653179,0.264367816091954,0.218289085545723,0.290502793296089,0.237960339943343
