"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.46360153256705,0.420875420875421,0.27906976744186,0.429133858267717,0.286092715231788,0.340764331210191,0.47304347826087,0.276439790575916,0.381081081081081,0.368794326241135
0.421585160202361,0.382695507487521,0.203389830508475,0.390243902439024,0.240932642487047,0.304932735426009,0.381456953642384,0.23719165085389,0.308724832214765,0.312026002166847
0.423658872077029,0.410041841004184,0.292326431181486,0.402116402116402,0.336,0.367688022284123,0.456756756756757,0.362467866323907,0.41318124207858,0.38265306122449
0.414617940199336,0.369040247678019,0.199004975124378,0.445414847161572,0.345578231292517,0.346396965865992,0.462474645030426,0.256666666666667,0.273006134969325,0.24
0.450184501845018,0.47887323943662,0.352727272727273,0.577142857142857,0.453012048192771,0.445182724252492,0.648526077097506,0.463465553235908,0.50834879406308,0.507317073170732
0.620111731843575,0.565096952908587,0.352727272727273,0.578811369509044,0.453012048192771,0.473537604456825,0.586666666666667,0.417391304347826,0.465331278890601,0.507317073170732
0,0,0,0,0,0,0,0,0,0
0.501792114695341,0.450184501845018,0.318367346938775,0.425855513307985,0.28099173553719,0.351020408163265,0.616393442622951,0.31275720164609,0.495049504950495,0.292887029288703
0.366394399066511,0.361474435196195,0.275600505689001,0.544354838709677,0.317460317460317,0.314792899408284,0.659919028340081,0.49002849002849,0.416666666666667,0.530451866404715
0.296610169491525,0.320675105485232,0.302788844621514,0.326359832635983,0.289256198347107,0.33469387755102,0.505338078291815,0.238938053097345,0.311594202898551,0.258620689655172
0.309623430962343,0.450184501845018,0.321285140562249,0.369477911646586,0.28099173553719,0.3671875,0.567474048442906,0.246696035242291,0.308943089430894,0.269565217391304
