"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.552268244575937,0.703448275862069,0.782857142857143,0.726726726726727,0.731070496083551,0.310659898477157,0.701863354037267,0.787878787878788,0.727777777777778,0.457990115321252
0.469387755102041,0.58560794044665,0.696969696969697,0.605150214592275,0.675990675990676,0.171258376768429,0.626373626373626,0.686868686868687,0.627906976744186,0.341605839416058
0.706140350877193,0.654450261780105,0.734177215189873,0.697788697788698,0.708695652173913,0.676855895196507,0.668493150684932,0.706172839506173,0.683291770573566,0.68997668997669
0.488922841864018,0.555431131019037,0.683962264150943,0.415508412582297,0.654471544715447,0.384905660377359,0.533622559652928,0.663551401869159,0.657142857142857,0.482582837723025
0.125237191650854,0.620347394540943,0.413105413105413,0.514492753623188,0.586145648312611,0.099812850904554,0.418367346938775,0.532588454376164,0.563894523326572,0.112059369202226
0.125237191650854,0.471698113207547,0.413105413105413,0.371428571428571,0.443548387096774,0.099812850904554,0.418367346938775,0.383378016085791,0.563894523326572,0.112059369202226
0.788927335640138,0,0,0.925266903914591,0,0,0.81447963800905,0.952054794520548,0,0
0.204334365325077,0.147368421052632,0.17639902676399,0.170238095238095,0.19047619047619,0.571428571428571,0.15288999378496,0.17208182912154,0.167164179104478,0.197385620915033
0.861271676300578,0.929133858267717,0.958333333333333,0.916083916083916,0.863270777479893,0.67175572519084,0.884462151394422,0.94314381270903,0.934707903780069,0.8
0.52991452991453,0.858156028368794,0.773662551440329,0.892857142857143,0.881458966565349,0.493617021276596,0.579234972677596,0.888030888030888,0.743589743589744,0.593886462882096
0.588235294117647,0.910505836575876,0.809716599190283,0.916967509025271,0.885350318471337,0.491228070175439,0.558139534883721,0.909090909090909,0.852589641434263,0.580645161290323
