"V1","V2","V3","V4","V5"
0.916666666666667,0.777777777777778,0.873493975903614,0.958041958041958,0.944444444444444
0.958333333333333,0.888888888888889,0.963855421686747,0.972027972027972,0.951388888888889
0.993055555555556,0.992063492063492,1,1,0.993055555555556
0.986111111111111,0.976190476190476,1,1,0.986111111111111
0.993055555555556,1,1,1,1
0.993055555555556,1,1,1,1
0,0.857142857142857,0.981927710843373,0.965034965034965,0
1,1,1,1,1
0.972222222222222,0.944444444444444,0.987951807228916,0.972027972027972,0.958333333333333
0.979166666666667,0.80952380952381,0.963855421686747,0.713286713286713,0.159722222222222
0.965277777777778,0.777777777777778,0.951807228915663,0.685314685314685,0.159722222222222
