"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.276315789473684,0.290598290598291,0.327272727272727,0.255345911949686,0.241632653061225,0.400468384074941,0.285171102661597,0.236619718309859,0.278174037089872,0.300706357214934
0.215017064846416,0.195876288659794,0.291909924937448,0.195664909197422,0.177514792899408,0.35823754789272,0.24703557312253,0.161569532602424,0.228488792480116,0.276719138359569
0.37796480489671,0.315331010452962,0.326460481099656,0.344992050874404,0.357037037037037,0.401739130434783,0.324508966695132,0.328220858895706,0.33974358974359,0.321131447587354
0.223973454997926,0.362466487935657,0.242290748898678,0.199877124718411,0.210094378334017,0.296870342771982,0.351102941176471,0.211343541082597,0.353609083536091,0.266339367904265
0.0199600798403194,0.448,0.461839530332681,0.0181494085237401,0.0191216014341201,0.538878842676311,0.411764705882353,0.283752860411899,0.456418383518225,0.423625254582485
0.0199600798403194,0.436860068259386,0.485165794066318,0.0181494085237401,0.0191216014341201,0.526479750778816,0.434137291280148,0.283752860411899,0.43933588761175,0.470046082949309
0,0,0,0,0,0,0,0.281609195402299,0,0.241176470588235
0.311111111111111,0.296296296296296,0.247838616714697,0.248587570621469,0.270114942528736,0.230769230769231,0.303370786516854,0.332409972299169,0.327777777777778,0.265129682997118
0.519572953736655,0.192106514503091,0.387027027027027,0.459295261239368,0.489461358313817,0.493023255813953,0.202925045703839,0.413793103448276,0.47982062780269,0.50354609929078
0.311977715877437,0.30028328611898,0.247838616714697,0.198795180722892,0.214925373134328,0.198795180722892,0.32620320855615,0.33695652173913,0.225519287833828,0.264367816091954
0.310734463276836,0.316076294277929,0.240469208211144,0.198795180722892,0.193353474320242,0.230769230769231,0.358839050131926,0.323119777158774,0.271676300578035,0.265129682997118
