"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.836363636363636,0.80168776371308,0.809734513274336,0.799136069114471,0.837647058823529,0.833718244803695,0.824644549763033,0.779342723004695,0.819502074688797,0.820276497695853
0.981818181818182,0.945147679324895,0.871681415929204,0.935205183585313,0.957647058823529,0.97459584295612,0.969194312796208,0.910798122065728,0.943983402489627,0.928571428571429
0.970454545454545,0.932489451476793,0.946902654867257,0.924406047516199,0.992941176470588,0.967667436489607,0.95260663507109,0.950704225352113,0.960580912863071,0.923963133640553
0.984090909090909,0.947257383966245,0.964601769911504,0.943844492440605,0.992941176470588,0.97459584295612,0.964454976303318,0.976525821596244,0.973029045643154,0.933179723502304
0.997727272727273,0.991561181434599,0.980088495575221,0.98488120950324,0.997647058823529,0.990762124711316,0.992890995260663,0.995305164319249,0.985477178423237,0.976958525345622
0.997727272727273,0.991561181434599,0.980088495575221,0.98488120950324,0.997647058823529,0.990762124711316,0.992890995260663,0.995305164319249,0.985477178423237,0.976958525345622
0,0,0,0,0,0,0,0,0,0
0.968181818181818,0.837552742616034,0.93141592920354,0.937365010799136,0.957647058823529,0.979214780600462,0.936018957345972,0.929577464788732,0.937759336099585,0.741935483870968
0.890909090909091,0.905063291139241,0.962389380530973,0.90280777537797,0.957647058823529,0.916859122401848,0.890995260663507,0.936619718309859,0.952282157676348,0.898617511520737
0.727272727272727,0.445147679324895,0.526548672566372,0.885529157667387,0.962352941176471,0.875288683602771,0.606635071090047,0.774647887323944,0.883817427385892,0.380184331797235
0.763636363636364,0.571729957805907,0.504424778761062,0.818574514038877,0.927058823529412,0.921478060046189,0.568720379146919,0.802816901408451,0.892116182572614,0.550691244239631
