"V1","V2","V3","V4","V5"
0.801282051282051,0.776942355889724,0.853333333333333,0.868008948545861,0.816091954022989
0.891025641025641,0.922305764411028,0.935555555555556,0.96420581655481,0.96551724137931
0.946581196581197,0.962406015037594,0.96,0.970917225950783,0.958620689655172
0.952991452991453,0.977443609022556,0.971111111111111,0.988814317673378,0.967816091954023
0.991452991452991,0.989974937343358,0.984444444444444,0.993288590604027,0.993103448275862
0.991452991452991,0.989974937343358,0.984444444444444,0.993288590604027,0.993103448275862
0,0,0,0,0
0.942307692307692,0.954887218045113,0.944444444444444,0.54586129753915,0.944827586206897
0.92948717948718,0.904761904761905,0.855555555555556,0.807606263982103,0.960919540229885
0.895299145299145,0.536340852130326,0.931111111111111,0.208053691275168,0.836781609195402
0.873931623931624,0.56390977443609,0.877777777777778,0.16331096196868,0.818390804597701
