"V1","V2","V3","V4","V5"
0.72007722007722,0.753061224489796,0.813627254509018,0.417190775681342,0.781007751937985
0.404494382022472,0.358108108108108,0.552699228791774,0.307692307692308,0.450832072617247
0.516431924882629,0.530510585305106,0.539877300613497,0.520231213872832,0.509070294784581
0.259717314487633,0.219487179487179,0.417457305502846,0.376362112321878,0.228083396131625
0.657492354740061,0.596614950634697,0.697411003236246,0.37192118226601,0.680428134556575
0.492081447963801,0.409615384615385,0.526442307692308,0.37192118226601,0.680428134556575
0.958024691358025,0,0,0.927184466019418,0
0.102073732718894,0.0984360625574977,0.0500282965478212,0.847599164926931,0.0964819886243944
0.883575883575884,0.956120092378753,0.942604856512141,0.861570247933884,0.876
0.915294117647059,0.977142857142857,0.932735426008969,1,0.989399293286219
0.949880668257757,0.991150442477876,0.9375,1,0.993377483443709
