"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.229773462783172,0.80952380952381,0.238805970149254,0.678571428571429,0.207772795216741,0.190909090909091,0.18955223880597,0.144308943089431,0.717391304347826,0.218588640275387
0.185360094451004,0.181219110378913,0.195694716242661,0.156089193825043,0.181069958847737,0.165529010238908,0.165,0.123996431757359,0.148626817447496,0.173488087965791
0.295495495495495,0.247863247863248,0.220183486238532,0.202846975088968,0.24,0.224677716390424,0.222222222222222,0.226708074534162,0.202360876897133,0.235093696763203
0.207345971563981,0.232594936708861,0.157074340527578,0.189681335356601,0.15732546705998,0.211783439490446,0.240901213171577,0.16012084592145,0.237894736842105,0.144285093437636
0.376237623762376,0.601398601398601,0.776315789473684,0.451219512195122,0.397769516728625,0.482352941176471,0.384,0.0124227685026949,0.342560553633218,0.515789473684211
0.0135006136642575,0.536312849162011,0.592307692307692,0.451219512195122,0.336043360433604,0.424242424242424,0.319648093841642,0.0124227685026949,0.342560553633218,0.426415094339623
1,0,0,0.971428571428571,0,0,0,1,0,0
0.811320754716981,0.954545454545455,0.926829268292683,0.972972972972973,0.888888888888889,1,0.921052631578947,0.75,0.923076923076923,0.88135593220339
0.529411764705882,0.224270353302611,0.0933660933660934,0.179411764705882,0.257785467128028,0.193846153846154,0.105080027835769,0.25974025974026,0.197969543147208,0.617283950617284
0.822222222222222,0.752688172043011,0.84,0.82,0.794871794871795,0.764705882352941,0.642857142857143,0.891304347826087,0.804347826086957,0.854838709677419
0.928571428571429,0.738738738738739,0.698924731182796,0.847826086956522,0.891891891891892,0.886363636363636,0.716981132075472,0.975609756097561,0.822222222222222,0.88135593220339
