"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.409356725146199,0.621951219512195,0.668292682926829,0.636842105263158,0.645161290322581,0.185454545454545,0.5678391959799,0.75974025974026,0.595454545454545,0.304824561403509
0.326241134751773,0.425992779783394,0.549800796812749,0.436532507739938,0.551330798479088,0.0972104818258664,0.473029045643154,0.537549407114625,0.46551724137931,0.219101123595506
0.553264604810997,0.48828125,0.58,0.537878787878788,0.554421768707483,0.520134228187919,0.504132231404959,0.545801526717557,0.524904214559387,0.532374100719424
0.326864147088866,0.386895475819033,0.519713261648746,0.262719703977798,0.493865030674847,0.240944881889764,0.363905325443787,0.498245614035088,0.492857142857143,0.324571428571429
0.0668016194331984,0.451263537906137,0.26032315978456,0.34718826405868,0.415617128463476,0.0525279054497702,0.264516129032258,0.362944162436548,0.393767705382436,0.0593553459119497
0.0668016194331984,0.309405940594059,0.26032315978456,0.228070175438596,0.285467128027682,0.0525279054497702,0.264516129032258,0.237147595356551,0.393767705382436,0.0593553459119497
0.919354838709677,0,0,0.942028985507246,0,0,0.918367346938776,0.932885906040268,0,0
0.113793103448276,0.0795454545454545,0.0967311541027352,0.0930383864671438,0.105263157894737,0.823529411764706,0.0827725437415882,0.0941408821593153,0.0912052117263844,0.109499637418419
0.823204419889503,0.921875,0.965034965034965,0.916083916083916,0.777777777777778,0.566523605150215,0.8671875,0.903846153846154,0.900662251655629,0.792207792207792
0.898550724637681,0.775641025641026,0.959183673469388,0.912408759124088,0.889570552147239,0.773333333333333,0.883333333333333,0.991379310344828,0.925531914893617,0.871794871794872
0.958904109589041,0.893129770992366,0.980392156862745,0.947761194029851,0.939189189189189,0.823529411764706,0.979591836734694,0.991735537190083,0.963963963963964,0.954545454545455
