"V1","V2","V3","V4","V5"
0.185944363103953,0.21015761821366,0.239713774597496,0.175276752767528,0.166456494325347
0.170868347338936,0.138513513513514,0.222423146473779,0.143277002204262,0.146948941469489
0.175,0.184668989547038,0.206982543640898,0.22737556561086,0.16743648960739
0.143909839618552,0.196407185628743,0.156223893065998,0.129563546527587,0.1547064305685
0.00711202056247349,0.00698689956331878,0.00704049533130274,0.00707946953833882,0.00706316919160406
0.00711202056247349,0.00698689956331878,0.00704049533130274,0.00707946953833882,0.00706316919160406
0,0,1,1,0
0.973684210526316,0.00859741662167214,0.00894187779433681,0.94,0.975609756097561
0.133547868061142,0.144796380090498,0.139163498098859,0.4175,0.129692832764505
0.86,0.933333333333333,0.948717948717949,0.85,0.666666666666667
0.872340425531915,0.938775510204082,0.925,0.88135593220339,0.777777777777778
